transaction_id,customer_id,date,category,units,unit_price,discount_pct,revenue,region,channel
T01473,C0650,2023-06-22,Hardware,18,1023.29,18.6,14993.25,West,Partner
T01474,C1235,2023-06-22,Services,15,198.27,29.9,2084.81,West,Direct
T01475,C1539,2023-06-23,Software,16,1830.78,5.1,27798.56,West,Partner
T01476,C1235,2023-06-23,Electronics,3,1538.33,11.4,4088.88,South,Partner
T01477,C1158,2023-06-23,Services,7,1947.49,11.7,12037.44,North,Direct
T01478,C1314,2023-06-24,Consumables,14,1713.26,6.4,22450.56,East,Digital
T01479,C0576,2023-06-24,Consumables,16,823.53,23.6,10066.83,West,Direct
T01480,C1268,2023-06-25,Services,7,635.29,21.2,3504.26,South,Direct
T01481,C0103,2023-06-25,Consumables,12,1670.08,6.5,18738.3,North,Direct
T01482,C1584,2023-06-25,Electronics,5,1179.92,25.7,4383.4,East,Direct
T01483,C0761,2023-06-26,Consumables,17,1758.6,12.8,26069.49,North,Direct
T01484,C1629,2023-06-26,Software,10,657.14,16.5,5487.12,West,Direct
T01485,C0508,2023-06-26,Software,2,1097.47,20.5,1744.98,South,Digital
T01486,C1955,2023-06-27,Software,11,930.05,26.2,7550.15,West,Direct
T01487,C1041,2023-06-27,Software,6,374.65,6.8,2095.04,East,Direct
T01488,C1880,2023-06-27,Software,9,1086.74,17.8,8039.7,South,Partner
T01489,C0585,2023-06-28,Services,7,175.97,20.1,984.2,South,Direct
T01490,C1040,2023-06-28,Electronics,16,756.24,26.6,8881.28,East,Digital
T01491,C1428,2023-06-29,Software,17,1071.52,23.2,13989.77,North,Digital
T01492,C1412,2023-06-29,Software,3,299.03,27.4,651.29,South,Direct
T01493,C0506,2023-06-29,Electronics,7,1509.76,2.3,10325.25,West,Partner
T01494,C0805,2023-06-30,Consumables,8,389.72,12.8,2718.69,West,Partner
T01495,C0461,2023-06-30,Services,17,1459.8,9.2,22533.47,North,Digital
T01496,C1302,2023-06-30,Services,6,57.67,14.9,294.46,East,Digital
T01497,C0831,2023-07-01,Services,14,1380.87,24.3,14634.46,West,Digital
T01498,C0015,2023-07-01,Software,1,806.83,14.8,687.42,South,Digital
T01499,C0586,2023-07-01,Software,19,1582.32,1.1,29733.38,North,Partner
T01500,C0736,2023-07-02,Electronics,7,1128.31,20.1,6310.64,South,Digital
T01501,C1122,2023-07-02,Consumables,6,766.28,0.3,4583.89,West,Partner
T01502,C1830,2023-07-03,Hardware,14,1330.97,2.9,18093.21,North,Digital
T01503,C1968,2023-07-03,Hardware,12,781.93,21.8,7337.63,South,Partner
T01504,C1351,2023-07-03,Hardware,10,718.84,24.9,5398.49,West,Direct
T01505,C1809,2023-07-04,Consumables,18,857.0,9.5,13960.53,East,Partner
T01506,C0035,2023-07-04,Electronics,8,1423.69,17.1,9441.91,South,Direct
T01507,C1721,2023-07-04,Hardware,11,1233.73,16.4,11345.38,East,Partner
T01508,C1046,2023-07-05,Consumables,10,1833.86,1.7,18026.84,North,Digital
T01509,C0746,2023-07-05,Consumables,4,10.74,16.3,35.96,East,Digital
T01510,C0732,2023-07-05,Software,6,330.3,0.3,1975.85,South,Direct
T01511,C0699,2023-07-06,Services,12,993.1,24.6,8985.57,West,Digital
T01512,C1618,2023-07-06,Software,3,1342.61,22.4,3125.6,East,Direct
T01513,C0918,2023-07-07,Electronics,14,188.38,8.5,2413.15,North,Digital
T01514,C0230,2023-07-07,Software,12,595.47,7.9,6581.13,East,Digital
T01515,C1803,2023-07-07,Software,13,1977.26,5.7,24239.23,East,Partner
T01516,C1209,2023-07-08,Consumables,16,662.01,28.6,7562.8,South,Partner
T01517,C0782,2023-07-08,Services,10,766.44,25.4,5717.64,East,Partner
T01518,C1425,2023-07-08,Consumables,15,485.18,25.1,5451.0,South,Partner
T01519,C0702,2023-07-09,Consumables,15,44.7,14.0,576.63,East,Direct
T01520,C1191,2023-07-09,Hardware,5,577.94,24.3,2187.5,North,Partner
T01521,C0016,2023-07-09,Services,6,330.5,17.7,1632.01,South,Direct
T01522,C0549,2023-07-10,Services,9,768.24,9.0,6291.89,East,Direct
T01523,C0685,2023-07-10,Hardware,2,472.56,12.9,823.2,North,Digital
T01524,C1587,2023-07-11,Software,11,813.68,12.3,7849.57,West,Direct
T01525,C1509,2023-07-11,Services,18,546.21,10.6,8789.61,North,Direct
T01526,C1588,2023-07-11,Software,16,1832.06,7.3,27173.11,West,Digital
T01527,C0958,2023-07-12,Software,14,589.86,11.9,7275.33,East,Digital
T01528,C0722,2023-07-12,Software,4,385.33,18.0,1263.88,East,Direct
T01529,C1057,2023-07-12,Electronics,16,1526.44,5.9,22982.08,South,Direct
T01530,C0534,2023-07-13,Consumables,3,1625.37,4.3,4666.44,South,Partner
T01531,C1058,2023-07-13,Consumables,8,1130.38,20.7,7171.13,East,Digital
T01532,C1328,2023-07-14,Hardware,18,696.26,15.8,10552.52,South,Direct
T01533,C1939,2023-07-14,Hardware,15,1670.1,10.6,22396.04,East,Digital
T01534,C0736,2023-07-14,Services,3,1343.04,27.2,2933.2,West,Direct
T01535,C0227,2023-07-15,Services,10,768.26,13.8,6622.4,East,Digital
T01536,C0691,2023-07-15,Consumables,19,789.41,10.0,13498.91,East,Direct
T01537,C1653,2023-07-15,Electronics,9,14.87,6.5,125.13,East,Direct
T01538,C0902,2023-07-16,Electronics,12,124.96,9.7,1354.07,North,Direct
T01539,C0834,2023-07-16,Consumables,8,278.29,8.2,2043.76,North,Partner
T01540,C0917,2023-07-16,Electronics,10,502.09,26.0,3715.47,North,Partner
T01541,C0506,2023-07-17,Hardware,10,1852.88,26.8,13563.08,South,Direct
T01542,C1660,2023-07-17,Software,4,1645.02,12.4,5764.15,South,Direct
T01543,C1343,2023-07-18,Hardware,18,91.14,7.8,1512.56,North,Direct
T01544,C1906,2023-07-18,Consumables,17,39.69,3.9,648.42,East,Partner
T01545,C0197,2023-07-18,Services,2,1176.15,21.5,1846.56,West,Partner
T01546,C1427,2023-07-19,Electronics,4,759.2,26.4,2235.08,West,Partner
T01547,C0162,2023-07-19,Services,13,1605.53,12.3,18304.65,East,Digital
T01548,C0177,2023-07-19,Electronics,8,1946.03,26.2,11489.36,North,Partner
T01549,C1691,2023-07-20,Consumables,13,993.57,7.4,11960.6,East,Partner
T01550,C0676,2023-07-20,Software,1,363.04,18.3,296.6,West,Direct
T01551,C0632,2023-07-20,Consumables,15,1786.62,2.4,26156.12,West,Partner
T01552,C0380,2023-07-21,Consumables,1,850.19,16.9,706.51,West,Direct
T01553,C0217,2023-07-21,Software,4,840.1,19.2,2715.2,North,Direct
T01554,C1327,2023-07-22,Software,14,1410.8,19.3,15939.22,South,Direct
T01555,C1047,2023-07-22,Consumables,7,746.13,23.4,4000.75,East,Direct
T01556,C1197,2023-07-22,Hardware,4,477.34,2.8,1855.9,North,Direct
T01557,C0309,2023-07-23,Services,17,1485.98,8.4,23139.68,South,Direct
T01558,C1965,2023-07-23,Consumables,12,379.82,20.8,3609.81,North,Partner
T01559,C0016,2023-07-23,Software,6,88.15,17.8,434.76,North,Direct
T01560,C0896,2023-07-24,Hardware,14,1000.27,28.5,10012.7,East,Partner
T01561,C1044,2023-07-24,Software,3,77.53,23.5,177.93,East,Digital
T01562,C0211,2023-07-24,Electronics,10,1583.98,14.1,13606.39,North,Direct
T01563,C1158,2023-07-25,Software,4,1955.04,16.0,6568.93,East,Direct
T01564,C1197,2023-07-25,Electronics,13,1897.79,19.8,19786.36,West,Direct
T01565,C1062,2023-07-26,Consumables,6,306.33,0.3,1832.47,North,Partner
T01566,C0734,2023-07-26,Software,5,1864.65,10.9,8307.02,West,Partner
T01567,C1860,2023-07-26,Consumables,5,232.55,3.7,1119.73,East,Partner
T01568,C0356,2023-07-27,Hardware,16,715.27,7.2,10620.33,West,Direct
T01569,C1489,2023-07-27,Software,17,177.82,24.9,2270.23,West,Digital
T01570,C0742,2023-07-27,Consumables,4,1647.12,16.5,5501.38,East,Partner
T01571,C0775,2023-07-28,Electronics,3,455.25,25.8,1013.39,South,Direct
T01572,C0477,2023-07-28,Electronics,12,1333.15,26.7,11726.39,North,Digital
T01573,C1350,2023-07-28,Consumables,13,1527.75,24.2,15054.45,West,Direct
T01574,C0395,2023-07-29,Software,16,767.72,22.9,9470.59,East,Digital
T01575,C0746,2023-07-29,Electronics,16,1580.68,5.0,24026.34,South,Digital
T01576,C0968,2023-07-30,Electronics,16,657.92,8.1,9674.06,East,Direct
T01577,C0020,2023-07-30,Consumables,1,304.98,21.1,240.63,East,Partner
T01578,C1621,2023-07-30,Services,1,925.11,9.0,841.85,North,Partner
T01579,C0663,2023-07-31,Services,4,1423.54,11.3,5050.72,South,Digital
T01580,C1772,2023-07-31,Software,7,89.01,28.1,447.99,South,Digital
T01581,C1298,2023-07-31,Electronics,15,1614.43,21.2,19082.56,East,Partner
T01582,C0521,2023-08-01,Consumables,17,518.73,3.2,8536.22,South,Digital
T01583,C1325,2023-08-01,Software,14,1365.61,21.6,14988.94,South,Digital
T01584,C0897,2023-08-01,Software,17,236.96,23.8,3069.58,East,Partner
T01585,C0974,2023-08-02,Consumables,8,785.02,27.4,4559.4,West,Digital
T01586,C1686,2023-08-02,Electronics,13,935.45,20.6,9655.71,North,Partner
T01587,C1283,2023-08-03,Services,3,942.2,2.9,2744.63,North,Partner
T01588,C1978,2023-08-03,Services,3,553.74,23.0,1279.14,East,Digital
T01589,C1857,2023-08-03,Hardware,16,1063.11,19.7,13658.84,West,Partner
T01590,C1700,2023-08-04,Consumables,8,561.96,13.7,3879.77,West,Direct
T01591,C0932,2023-08-04,Electronics,14,341.4,22.8,3689.85,South,Digital
T01592,C0989,2023-08-04,Software,19,275.36,15.8,4405.21,South,Partner
T01593,C1765,2023-08-05,Software,11,1790.47,28.0,14180.52,West,Partner
T01594,C1741,2023-08-05,Consumables,3,269.98,27.9,583.97,North,Partner
T01595,C0742,2023-08-06,Services,13,796.43,6.8,9649.55,South,Digital
T01596,C1414,2023-08-06,Services,16,511.28,13.2,7100.66,South,Partner
T01597,C1199,2023-08-06,Software,6,1235.93,6.0,6970.65,South,Partner
T01598,C0228,2023-08-07,Services,8,698.06,9.9,5031.62,South,Direct
T01599,C0247,2023-08-07,Hardware,12,579.77,6.7,6491.1,West,Digital
T01600,C0169,2023-08-07,Services,15,1938.33,15.4,24597.41,West,Digital
T01601,C0513,2023-08-08,Hardware,4,1993.52,0.0,7974.08,South,Partner
T01602,C1873,2023-08-08,Consumables,2,273.91,23.7,417.99,South,Direct
T01603,C0635,2023-08-08,Consumables,13,1388.64,4.8,17185.81,West,Digital
T01604,C1849,2023-08-09,Services,1,1780.78,8.2,1634.76,North,Partner
T01605,C0881,2023-08-09,Consumables,9,1941.97,5.2,16568.89,East,Partner
T01606,C0917,2023-08-10,Software,6,603.22,10.6,3235.67,North,Digital
T01607,C0512,2023-08-10,Electronics,9,1571.02,2.3,13813.98,East,Digital
T01608,C1324,2023-08-10,Hardware,17,662.19,25.8,8352.86,North,Direct
T01609,C1179,2023-08-11,Hardware,18,1246.98,12.4,19662.38,North,Digital
T01610,C0610,2023-08-11,Electronics,13,1030.8,27.7,9688.49,East,Direct
T01611,C1570,2023-08-11,Software,8,1417.91,1.4,11184.47,East,Direct
T01612,C1403,2023-08-12,Software,12,1826.28,5.2,20775.76,South,Partner
T01613,C1423,2023-08-12,Services,3,234.42,25.1,526.74,North,Direct
T01614,C0893,2023-08-12,Software,19,453.45,13.9,7417.99,West,Partner
T01615,C1295,2023-08-13,Hardware,17,1175.65,1.8,19626.3,West,Partner
T01616,C0697,2023-08-13,Services,7,720.86,1.4,4975.38,East,Direct
T01617,C1999,2023-08-14,Consumables,1,1120.14,26.8,819.94,East,Partner
T01618,C0882,2023-08-14,Consumables,17,1567.75,7.9,24546.26,East,Digital
T01619,C0549,2023-08-14,Software,1,1401.98,12.3,1229.54,West,Partner
T01620,C0912,2023-08-15,Services,3,1535.51,26.9,3367.37,North,Partner
T01621,C1883,2023-08-15,Hardware,1,330.76,20.0,264.61,East,Direct
T01622,C1886,2023-08-15,Services,4,70.42,23.1,216.61,North,Direct
T01623,C0712,2023-08-16,Consumables,18,1744.74,14.1,26977.17,South,Partner
T01624,C1770,2023-08-16,Electronics,10,908.53,20.9,7186.47,South,Partner
T01625,C0612,2023-08-16,Consumables,4,1274.99,17.5,4207.47,West,Partner
T01626,C0389,2023-08-17,Consumables,19,155.16,5.1,2797.69,South,Partner
T01627,C0444,2023-08-17,Software,8,1418.37,17.2,9395.28,North,Direct
T01628,C0557,2023-08-18,Software,14,212.3,27.8,2145.93,East,Partner
T01629,C0586,2023-08-18,Electronics,11,1576.81,10.4,15541.04,South,Partner
T01630,C0599,2023-08-18,Electronics,3,130.83,14.8,334.4,East,Digital
T01631,C0767,2023-08-19,Software,14,175.57,12.5,2150.73,North,Partner
T01632,C0024,2023-08-19,Consumables,19,693.17,20.7,10443.99,West,Partner
T01633,C0755,2023-08-19,Hardware,19,431.92,18.8,6663.66,East,Partner
T01634,C1061,2023-08-20,Consumables,15,1969.05,14.3,25312.14,East,Direct
T01635,C0802,2023-08-20,Software,13,908.13,1.4,11640.41,West,Direct
T01636,C0966,2023-08-20,Software,14,943.0,7.9,12159.04,North,Partner
T01637,C0451,2023-08-21,Consumables,19,102.49,9.4,1764.26,South,Partner
T01638,C0250,2023-08-21,Services,11,987.87,22.0,8475.92,South,Partner
T01639,C1801,2023-08-22,Electronics,18,137.26,11.9,2176.67,South,Direct
T01640,C1981,2023-08-22,Hardware,8,1259.95,11.3,8940.61,West,Partner
T01641,C0816,2023-08-22,Electronics,7,1963.3,13.4,11901.52,West,Direct
T01642,C1523,2023-08-23,Electronics,3,665.86,13.0,1737.89,North,Direct
T01643,C0282,2023-08-23,Consumables,9,1618.0,21.5,11431.17,North,Direct
T01644,C0367,2023-08-23,Consumables,12,1931.35,20.1,18517.78,North,Direct
T01645,C1040,2023-08-24,Hardware,8,1936.25,22.9,11942.79,North,Partner
T01646,C1411,2023-08-24,Software,3,1494.39,6.2,4205.21,West,Digital
T01647,C1403,2023-08-24,Electronics,9,1741.26,22.2,12192.3,North,Direct
T01648,C0682,2023-08-25,Services,12,709.4,8.9,7755.16,North,Direct
T01649,C1754,2023-08-25,Services,3,1171.87,0.0,3515.61,West,Direct
T01650,C1266,2023-08-26,Electronics,11,1329.14,19.2,11813.4,East,Direct
T01651,C0634,2023-08-26,Hardware,8,442.57,0.4,3526.4,East,Direct
T01652,C0941,2023-08-26,Electronics,12,633.69,2.9,7383.76,North,Digital
T01653,C0597,2023-08-27,Services,1,729.24,1.2,720.49,North,Direct
T01654,C0278,2023-08-27,Electronics,16,140.75,18.2,1842.14,East,Partner
T01655,C0012,2023-08-27,Electronics,8,918.53,6.2,6892.65,East,Digital
T01656,C0921,2023-08-28,Software,8,1568.86,24.3,9501.02,North,Direct
T01657,C0013,2023-08-28,Services,3,1303.07,10.7,3490.92,South,Direct
T01658,C1924,2023-08-29,Consumables,9,1254.02,10.1,10146.28,West,Direct
T01659,C1756,2023-08-29,Electronics,8,1215.78,15.4,8228.4,West,Digital
T01660,C1497,2023-08-29,Services,2,54.83,23.3,84.11,North,Partner
T01661,C1501,2023-08-30,Hardware,11,16.56,20.9,144.09,North,Direct
T01662,C1254,2023-08-30,Software,6,346.55,6.2,1950.38,South,Partner
T01663,C1465,2023-08-30,Consumables,7,1827.46,22.9,9862.8,East,Partner
T01664,C1688,2023-08-31,Services,2,1715.67,15.2,2909.78,West,Direct
T01665,C1026,2023-08-31,Electronics,13,1157.82,29.6,10596.37,East,Direct
T01666,C1658,2023-08-31,Software,3,776.95,15.5,1969.57,East,Digital
T01667,C0475,2023-09-01,Services,12,1927.6,8.6,21141.92,South,Direct
T01668,C1777,2023-09-01,Hardware,9,141.31,22.8,981.82,South,Direct
T01669,C1414,2023-09-02,Electronics,15,203.27,0.9,3021.61,North,Digital
T01670,C0218,2023-09-02,Services,8,1245.82,21.7,7803.82,South,Direct
T01671,C0364,2023-09-02,Hardware,13,1099.56,16.3,11964.31,West,Digital
T01672,C0259,2023-09-03,Software,18,1962.79,5.3,33457.72,East,Partner
T01673,C0485,2023-09-03,Electronics,5,1607.06,0.7,7979.05,East,Partner
T01674,C1598,2023-09-03,Hardware,3,1877.06,1.4,5552.34,West,Digital
T01675,C1654,2023-09-04,Hardware,12,1446.18,2.5,16920.31,North,Direct
T01676,C1991,2023-09-04,Software,3,1854.43,14.6,4751.05,East,Digital
T01677,C0258,2023-09-04,Consumables,5,1376.74,21.2,5424.36,South,Direct
T01678,C1126,2023-09-05,Consumables,15,1056.1,4.0,15207.84,South,Direct
T01679,C1644,2023-09-05,Electronics,14,1164.27,4.8,15517.39,North,Partner
T01680,C1929,2023-09-06,Services,1,1803.41,24.4,1363.38,South,Partner
T01681,C0197,2023-09-06,Hardware,12,218.28,6.8,2441.24,East,Digital
T01682,C1326,2023-09-06,Software,13,1135.11,24.8,11096.84,East,Direct
T01683,C0160,2023-09-07,Electronics,7,790.6,2.9,5373.71,South,Direct
T01684,C0171,2023-09-07,Electronics,15,1329.28,25.1,14934.46,West,Direct
T01685,C1670,2023-09-07,Software,14,1211.54,22.0,13230.02,North,Digital
T01686,C1853,2023-09-08,Software,12,805.24,4.4,9237.71,North,Partner
T01687,C0371,2023-09-08,Hardware,5,1381.73,10.1,6210.88,East,Digital
T01688,C1679,2023-09-08,Consumables,6,1076.62,10.0,5813.75,South,Partner
T01689,C1824,2023-09-09,Services,11,383.07,4.0,4045.22,South,Digital
T01690,C1072,2023-09-09,Consumables,2,1279.74,11.3,2270.26,North,Digital
T01691,C0343,2023-09-10,Services,8,63.09,20.3,402.26,East,Direct
T01692,C1488,2023-09-10,Consumables,19,1647.74,21.9,24450.81,East,Digital
T01693,C1097,2023-09-10,Software,13,1813.91,6.1,22142.4,East,Partner
T01694,C0704,2023-09-11,Hardware,17,165.1,21.7,2197.65,West,Partner
T01695,C1731,2023-09-11,Consumables,7,520.99,8.0,3355.18,East,Direct
T01696,C1232,2023-09-11,Consumables,14,262.37,1.3,3625.43,East,Digital
T01697,C0529,2023-09-12,Software,14,1545.94,5.8,20387.86,South,Direct
T01698,C0827,2023-09-12,Software,4,151.39,10.3,543.19,West,Direct
T01699,C0619,2023-09-12,Electronics,5,1086.81,1.1,5374.28,West,Direct
T01700,C1055,2023-09-13,Hardware,9,782.54,2.9,6838.62,West,Digital
T01701,C0543,2023-09-13,Services,13,1504.23,10.7,17462.61,North,Digital
T01702,C1274,2023-09-14,Software,14,1281.87,27.7,12975.09,West,Direct
T01703,C0897,2023-09-14,Software,19,1092.93,19.1,16799.43,East,Partner
T01704,C0108,2023-09-14,Consumables,2,1011.96,28.0,1457.22,South,Partner
T01705,C0012,2023-09-15,Consumables,13,1552.29,1.1,19957.79,North,Partner
T01706,C0193,2023-09-15,Consumables,19,959.66,26.0,13492.82,North,Direct
T01707,C0322,2023-09-15,Services,4,845.42,4.1,3243.03,West,Partner
T01708,C0165,2023-09-16,Hardware,19,60.38,7.1,1065.77,East,Partner
T01709,C1324,2023-09-16,Consumables,16,544.43,3.0,8449.55,West,Direct
T01710,C1190,2023-09-16,Hardware,3,746.04,12.3,1962.83,West,Partner
T01711,C0042,2023-09-17,Software,5,1161.73,6.1,5454.32,West,Partner
T01712,C0826,2023-09-17,Consumables,4,1349.67,22.2,4200.17,South,Direct
T01713,C0588,2023-09-18,Hardware,2,1925.77,22.6,2981.09,South,Digital
T01714,C1001,2023-09-18,Electronics,7,560.62,8.7,3582.92,South,Digital
T01715,C1171,2023-09-18,Electronics,9,1093.39,24.0,7478.79,North,Direct
T01716,C1001,2023-09-19,Services,9,1514.52,4.9,12962.78,East,Digital
T01717,C0798,2023-09-19,Consumables,16,627.94,1.2,9926.48,West,Direct
T01718,C0081,2023-09-19,Hardware,9,1101.57,5.0,9418.42,North,Partner
T01719,C1586,2023-09-20,Hardware,4,842.9,7.4,3122.1,West,Digital
T01720,C1593,2023-09-20,Hardware,14,800.53,1.5,11039.31,East,Direct
T01721,C1720,2023-09-21,Consumables,13,134.74,3.3,1693.82,East,Partner
T01722,C1402,2023-09-21,Services,9,58.23,9.1,476.38,East,Digital
T01723,C0655,2023-09-21,Services,13,597.78,25.6,5781.73,North,Partner
T01724,C1376,2023-09-22,Software,4,1825.45,25.7,5425.24,West,Direct
T01725,C1803,2023-09-22,Services,15,393.62,29.8,4144.82,West,Partner
T01726,C0069,2023-09-22,Software,5,135.37,2.9,657.22,East,Direct
T01727,C1015,2023-09-23,Consumables,1,1244.22,0.1,1242.98,South,Partner
T01728,C1304,2023-09-23,Consumables,8,1917.5,17.0,12732.2,North,Direct
T01729,C1971,2023-09-23,Software,5,123.76,18.1,506.8,South,Direct
T01730,C1001,2023-09-24,Hardware,10,1493.46,7.1,13874.24,South,Partner
T01731,C1760,2023-09-24,Hardware,9,225.91,23.9,1547.26,West,Digital
T01732,C1522,2023-09-25,Hardware,18,279.31,28.7,3584.66,South,Direct
T01733,C1580,2023-09-25,Electronics,8,1872.81,10.0,13484.23,East,Digital
T01734,C0194,2023-09-25,Electronics,2,1405.41,28.4,2012.55,South,Partner
T01735,C1009,2023-09-26,Hardware,10,1123.01,3.1,10881.97,North,Digital
T01736,C1494,2023-09-26,Electronics,16,337.66,14.3,4629.99,West,Partner
T01737,C0250,2023-09-26,Consumables,6,1122.52,5.9,6337.75,South,Partner
T01738,C1924,2023-09-27,Services,6,133.92,17.5,662.9,East,Digital
T01739,C1369,2023-09-27,Consumables,4,794.92,2.1,3112.91,South,Direct
T01740,C1702,2023-09-27,Electronics,14,1411.86,15.1,16781.37,East,Digital
T01741,C1266,2023-09-28,Software,4,1140.97,5.2,4326.56,West,Direct
T01742,C1789,2023-09-28,Electronics,5,1353.58,12.5,5921.91,East,Digital
T01743,C1801,2023-09-29,Services,2,240.53,20.6,381.96,West,Partner
T01744,C0152,2023-09-29,Electronics,8,1519.61,10.0,10941.19,East,Direct
T01745,C1875,2023-09-29,Software,17,1913.0,16.2,27252.6,East,Direct
T01746,C1060,2023-09-30,Software,9,1815.98,29.1,11587.77,West,Digital
T01747,C0978,2023-09-30,Services,3,184.99,26.3,409.01,East,Direct
T01748,C0494,2023-09-30,Electronics,15,206.21,29.9,2168.3,North,Partner
T01749,C0809,2023-10-01,Software,7,1031.6,5.3,6838.48,South,Partner
T01750,C1090,2023-10-01,Hardware,4,1052.88,14.8,3588.22,North,Direct
T01751,C1066,2023-10-01,Services,1,1715.68,23.5,1312.5,West,Digital
T01752,C1414,2023-10-02,Services,7,744.07,27.9,3755.32,North,Partner
T01753,C1359,2023-10-02,Consumables,3,1033.81,7.2,2878.13,North,Digital
T01754,C1494,2023-10-03,Services,11,415.36,29.6,3216.55,West,Partner
T01755,C1157,2023-10-03,Consumables,9,1893.72,13.2,14793.74,North,Digital
T01756,C1984,2023-10-03,Consumables,13,250.64,23.2,2502.39,West,Partner
T01757,C1758,2023-10-04,Services,6,1809.11,15.6,9161.33,North,Partner
T01758,C1916,2023-10-04,Services,2,1782.46,8.9,3247.64,West,Digital
T01759,C1449,2023-10-04,Software,3,110.46,3.3,320.44,East,Direct
T01760,C0495,2023-10-05,Consumables,2,1553.08,4.9,2953.96,North,Partner
T01761,C1930,2023-10-05,Hardware,6,681.67,19.4,3296.56,West,Direct
T01762,C1832,2023-10-05,Electronics,14,457.16,16.6,5337.8,West,Direct
T01763,C0594,2023-10-06,Hardware,11,810.85,13.0,7759.83,West,Direct
T01764,C1769,2023-10-06,Software,7,1848.63,18.8,10507.61,West,Digital
T01765,C1045,2023-10-07,Consumables,5,803.82,15.2,3408.2,North,Digital
T01766,C1447,2023-10-07,Software,4,492.98,4.2,1889.1,North,Digital
T01767,C0685,2023-10-07,Electronics,3,1053.94,7.8,2915.2,South,Digital
T01768,C0516,2023-10-08,Consumables,6,825.15,13.0,4307.28,East,Partner
T01769,C0805,2023-10-08,Hardware,10,47.83,11.9,421.38,West,Direct
T01770,C0377,2023-10-08,Consumables,12,380.73,27.1,3330.63,West,Partner
T01771,C0283,2023-10-09,Consumables,18,44.29,28.3,571.61,South,Partner
T01772,C0872,2023-10-09,Services,19,1049.17,16.0,16744.75,South,Digital
T01773,C1896,2023-10-09,Services,5,1286.24,8.0,5916.7,West,Partner
T01774,C0079,2023-10-10,Consumables,14,1439.48,24.0,15316.07,West,Direct
T01775,C0655,2023-10-10,Software,3,423.73,5.5,1201.27,South,Digital
T01776,C0568,2023-10-11,Software,16,1611.98,14.8,21974.51,East,Partner
T01777,C0416,2023-10-11,Services,18,827.96,29.8,10462.1,South,Direct
T01778,C0147,2023-10-11,Services,12,107.87,26.2,955.3,South,Digital
T01779,C0352,2023-10-12,Consumables,11,1856.12,27.9,14720.89,West,Partner
T01780,C1050,2023-10-12,Electronics,8,1389.95,2.9,10797.13,North,Digital
T01781,C0854,2023-10-12,Services,17,1129.48,13.9,16532.2,South,Digital
T01782,C1234,2023-10-13,Services,19,90.02,23.1,1315.28,North,Direct
T01783,C1713,2023-10-13,Consumables,14,37.81,4.7,504.46,South,Digital
T01784,C0223,2023-10-14,Software,2,1134.02,23.1,1744.12,East,Digital
T01785,C0661,2023-10-14,Hardware,17,1758.79,10.3,26819.79,West,Digital
T01786,C1748,2023-10-14,Services,16,1298.45,26.6,15249.0,South,Direct
T01787,C0472,2023-10-15,Consumables,7,21.03,12.5,128.81,West,Direct
T01788,C0194,2023-10-15,Services,5,1279.66,7.5,5918.43,South,Partner
T01789,C0480,2023-10-15,Electronics,15,703.73,27.5,7653.06,South,Direct
T01790,C0793,2023-10-16,Services,12,252.84,21.4,2384.79,West,Partner
T01791,C0512,2023-10-16,Consumables,15,1625.0,13.9,20986.88,East,Digital
T01792,C1002,2023-10-16,Electronics,19,1157.14,28.8,15653.79,North,Direct
T01793,C0409,2023-10-17,Hardware,8,1451.22,18.1,9508.39,North,Digital
T01794,C1165,2023-10-17,Services,17,338.48,17.6,4741.43,South,Direct
T01795,C1732,2023-10-18,Hardware,9,241.09,10.8,1935.47,North,Partner
T01796,C0639,2023-10-18,Software,17,1033.87,25.0,13181.84,West,Partner
T01797,C1085,2023-10-18,Consumables,5,1060.46,17.6,4369.1,East,Direct
T01798,C1427,2023-10-19,Electronics,16,1168.29,18.6,15215.81,West,Direct
T01799,C0133,2023-10-19,Services,14,1491.03,28.1,15008.71,North,Partner
T01800,C0683,2023-10-19,Services,9,1330.56,8.1,11005.06,West,Partner
T01801,C1269,2023-10-20,Software,18,1355.75,23.7,18619.87,East,Partner
T01802,C0506,2023-10-20,Electronics,8,358.25,24.3,2169.56,South,Digital
T01803,C0824,2023-10-20,Consumables,15,842.03,1.9,12390.47,South,Digital
T01804,C0907,2023-10-21,Services,10,1203.96,21.7,9427.01,North,Partner
T01805,C1874,2023-10-21,Consumables,3,1042.1,24.9,2347.85,West,Digital
T01806,C0227,2023-10-22,Software,6,615.43,16.1,3098.07,West,Digital
T01807,C1269,2023-10-22,Hardware,16,1889.1,3.3,29228.16,East,Direct
T01808,C1933,2023-10-22,Services,10,288.98,2.4,2820.44,West,Digital
T01809,C1811,2023-10-23,Services,17,1949.52,0.7,32909.85,East,Partner
T01810,C1101,2023-10-23,Services,3,1566.3,11.0,4182.02,East,Digital
T01811,C0777,2023-10-23,Software,15,1196.39,18.6,14607.92,West,Partner
T01812,C0289,2023-10-24,Electronics,17,263.67,17.1,3715.9,South,Partner
T01813,C0524,2023-10-24,Hardware,19,1132.18,15.3,18220.17,East,Direct
T01814,C1593,2023-10-24,Software,14,185.0,12.5,2266.25,East,Direct
T01815,C0054,2023-10-25,Services,9,1864.54,20.4,13357.56,West,Partner
T01816,C1441,2023-10-25,Services,2,578.35,26.5,850.17,East,Digital
